observation_period,toa,clear_sky_ghi,clear_sky_bhi,clear_sky_dhi,clear_sky_bni,ghi,bhi,dhi,bni,reliability,start_time,end_time,ghi_component_difference,solar_period,ghi_above_clear,bhi_above_clear,dhi_above_clear,bni_above_clear,csi,ghi_reconstructed,low_reference_flag
2015-01-01T00:00:00.0/2015-01-01T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 00:00:00,2015-01-01 01:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-01T01:00:00.0/2015-01-01T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 01:00:00,2015-01-01 02:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-01T02:00:00.0/2015-01-01T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 02:00:00,2015-01-01 03:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-01T03:00:00.0/2015-01-01T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 03:00:00,2015-01-01 04:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-01T04:00:00.0/2015-01-01T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 04:00:00,2015-01-01 05:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-01T05:00:00.0/2015-01-01T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 05:00:00,2015-01-01 06:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-01T06:00:00.0/2015-01-01T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 06:00:00,2015-01-01 07:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-01T07:00:00.0/2015-01-01T08:00:00.0,64.6685,34.1869,22.2684,11.9185,299.912,34.1869,22.2684,11.9185,299.912,0.6917,2015-01-01 07:00:00,2015-01-01 08:00:00,0.0,positive_reference,False,False,False,False,1.0,34.1869,False
2015-01-01T08:00:00.0/2015-01-01T09:00:00.0,240.2264,162.0056,128.722,33.2836,743.0219,162.0056,128.722,33.2836,743.0219,1.0,2015-01-01 08:00:00,2015-01-01 09:00:00,-2.842170943040401e-14,positive_reference,False,False,False,False,1.0,162.0056,False
2015-01-01T09:00:00.0/2015-01-01T10:00:00.0,376.0205,276.7197,233.9531,42.7665,873.9805,276.7197,233.9531,42.7665,873.9805,1.0,2015-01-01 09:00:00,2015-01-01 10:00:00,9.999999997489795e-05,positive_reference,False,False,False,False,1.0,276.7197,False
2015-01-01T10:00:00.0/2015-01-01T11:00:00.0,458.8894,349.097,301.7906,47.3063,925.5545,349.097,301.7906,47.3063,925.5545,1.0,2015-01-01 10:00:00,2015-01-01 11:00:00,9.999999997489795e-05,positive_reference,False,False,False,False,1.0,349.097,False
2015-01-01T11:00:00.0/2015-01-01T12:00:00.0,483.1884,370.573,322.0291,48.5439,938.2484,370.573,322.0291,48.5439,938.2484,1.0,2015-01-01 11:00:00,2015-01-01 12:00:00,-5.684341886080802e-14,positive_reference,False,False,False,False,1.0,370.573,False
2015-01-01T12:00:00.0/2015-01-01T13:00:00.0,447.2628,338.5693,291.5022,47.0671,917.029,338.5693,291.5022,47.0671,917.029,1.0,2015-01-01 12:00:00,2015-01-01 13:00:00,0.0,positive_reference,False,False,False,False,1.0,338.5693,False
2015-01-01T13:00:00.0/2015-01-01T14:00:00.0,353.5607,256.5433,214.2788,42.2645,850.3985,256.5433,214.2788,42.2645,850.3985,1.0,2015-01-01 13:00:00,2015-01-01 14:00:00,0.0,positive_reference,False,False,False,False,1.0,256.5433,False
2015-01-01T14:00:00.0/2015-01-01T15:00:00.0,208.4665,135.2191,103.9095,31.3096,683.9908,135.2191,103.9095,31.3096,683.9908,1.0,2015-01-01 14:00:00,2015-01-01 15:00:00,0.0,positive_reference,False,False,False,False,1.0,135.2191,False
2015-01-01T15:00:00.0/2015-01-01T16:00:00.0,37.6663,18.0838,10.589,7.4949,180.1171,18.0838,10.589,7.4949,180.1171,0.725,2015-01-01 15:00:00,2015-01-01 16:00:00,-9.999999999976694e-05,positive_reference,False,False,False,False,1.0,18.0838,True
2015-01-01T16:00:00.0/2015-01-01T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 16:00:00,2015-01-01 17:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-01T17:00:00.0/2015-01-01T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 17:00:00,2015-01-01 18:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-01T18:00:00.0/2015-01-01T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 18:00:00,2015-01-01 19:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-01T19:00:00.0/2015-01-01T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 19:00:00,2015-01-01 20:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-01T20:00:00.0/2015-01-01T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 20:00:00,2015-01-01 21:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-01T21:00:00.0/2015-01-01T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 21:00:00,2015-01-01 22:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-01T22:00:00.0/2015-01-01T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 22:00:00,2015-01-01 23:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-01T23:00:00.0/2015-01-02T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-01 23:00:00,2015-01-02 00:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T00:00:00.0/2015-01-02T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 00:00:00,2015-01-02 01:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T01:00:00.0/2015-01-02T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 01:00:00,2015-01-02 02:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T02:00:00.0/2015-01-02T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 02:00:00,2015-01-02 03:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T03:00:00.0/2015-01-02T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 03:00:00,2015-01-02 04:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T04:00:00.0/2015-01-02T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 04:00:00,2015-01-02 05:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T05:00:00.0/2015-01-02T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 05:00:00,2015-01-02 06:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T06:00:00.0/2015-01-02T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 06:00:00,2015-01-02 07:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T07:00:00.0/2015-01-02T08:00:00.0,64.8082,34.7136,22.8493,11.8643,307.701,34.7136,22.8493,11.8643,307.701,0.6917,2015-01-02 07:00:00,2015-01-02 08:00:00,0.0,positive_reference,False,False,False,False,1.0,34.7136,False
2015-01-02T08:00:00.0/2015-01-02T09:00:00.0,240.7843,164.0865,130.7697,33.3168,753.3685,164.0865,130.7697,33.3168,753.3685,1.0,2015-01-02 08:00:00,2015-01-02 09:00:00,0.0,positive_reference,False,False,False,False,1.0,164.0865,False
2015-01-02T09:00:00.0/2015-01-02T10:00:00.0,377.0559,279.0535,235.4999,43.5536,877.6398,279.0535,235.4999,43.5536,877.6398,1.0,2015-01-02 09:00:00,2015-01-02 10:00:00,0.0,positive_reference,False,False,False,False,1.0,279.0535,False
2015-01-02T10:00:00.0/2015-01-02T11:00:00.0,460.4268,350.1382,300.6056,49.5326,918.9543,347.8277,297.9035,49.9242,911.0665,1.0,2015-01-02 10:00:00,2015-01-02 11:00:00,0.0,positive_reference,False,False,True,False,0.9934011770209592,347.8277,False
2015-01-02T11:00:00.0/2015-01-02T12:00:00.0,485.2181,370.2489,317.9838,52.2651,922.5994,268.5672,163.1153,105.4519,474.8583,1.0,2015-01-02 11:00:00,2015-01-02 12:00:00,5.684341886080802e-14,positive_reference,False,False,True,False,0.7253693393822372,268.5672,False
2015-01-02T12:00:00.0/2015-01-02T13:00:00.0,449.7417,336.7315,283.7969,52.9346,887.6486,236.0926,166.1928,69.8998,504.1194,1.0,2015-01-02 12:00:00,2015-01-02 13:00:00,0.0,positive_reference,False,False,True,False,0.7011301289009196,236.0926,False
2015-01-02T13:00:00.0/2015-01-02T14:00:00.0,356.4153,253.3386,203.0362,50.3024,798.4362,52.6089,0.0436,52.5653,0.2001,1.0,2015-01-02 13:00:00,2015-01-02 14:00:00,0.0,positive_reference,False,False,True,False,0.20766239333445435,52.6089,False
2015-01-02T14:00:00.0/2015-01-02T15:00:00.0,211.5979,131.9636,92.9237,39.0399,598.119,92.0428,9.6494,82.3934,92.0169,0.875,2015-01-02 14:00:00,2015-01-02 15:00:00,0.0,positive_reference,False,False,True,False,0.6974862765186763,92.0428,False
2015-01-02T15:00:00.0/2015-01-02T16:00:00.0,39.6984,17.599,8.0651,9.534,128.5935,17.599,8.0651,9.534,128.5935,0.7167,2015-01-02 15:00:00,2015-01-02 16:00:00,-9.999999999976694e-05,positive_reference,False,False,False,False,1.0,17.599,True
2015-01-02T16:00:00.0/2015-01-02T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 16:00:00,2015-01-02 17:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T17:00:00.0/2015-01-02T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 17:00:00,2015-01-02 18:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T18:00:00.0/2015-01-02T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 18:00:00,2015-01-02 19:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T19:00:00.0/2015-01-02T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 19:00:00,2015-01-02 20:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T20:00:00.0/2015-01-02T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 20:00:00,2015-01-02 21:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T21:00:00.0/2015-01-02T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 21:00:00,2015-01-02 22:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T22:00:00.0/2015-01-02T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 22:00:00,2015-01-02 23:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-02T23:00:00.0/2015-01-03T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-02 23:00:00,2015-01-03 00:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T00:00:00.0/2015-01-03T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 00:00:00,2015-01-03 01:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T01:00:00.0/2015-01-03T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 01:00:00,2015-01-03 02:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T02:00:00.0/2015-01-03T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 02:00:00,2015-01-03 03:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T03:00:00.0/2015-01-03T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 03:00:00,2015-01-03 04:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T04:00:00.0/2015-01-03T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 04:00:00,2015-01-03 05:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T05:00:00.0/2015-01-03T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 05:00:00,2015-01-03 06:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T06:00:00.0/2015-01-03T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 06:00:00,2015-01-03 07:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T07:00:00.0/2015-01-03T08:00:00.0,65.0811,32.9883,19.4654,13.5229,256.7667,32.9883,19.4654,13.5229,256.7667,0.6917,2015-01-03 07:00:00,2015-01-03 08:00:00,7.105427357601002e-15,positive_reference,False,False,False,False,1.0,32.9883,False
2015-01-03T08:00:00.0/2015-01-03T09:00:00.0,241.5121,159.5659,120.8856,38.6803,692.4615,159.5659,120.8856,38.6803,692.4615,1.0,2015-01-03 08:00:00,2015-01-03 09:00:00,0.0,positive_reference,False,False,False,False,1.0,159.5659,False
2015-01-03T09:00:00.0/2015-01-03T10:00:00.0,378.2625,274.435,224.6641,49.7709,834.0946,274.435,224.6641,49.7709,834.0946,1.0,2015-01-03 09:00:00,2015-01-03 10:00:00,0.0,positive_reference,False,False,False,False,1.0,274.435,False
2015-01-03T10:00:00.0/2015-01-03T11:00:00.0,462.1336,346.6606,291.9728,54.6878,889.1613,346.6606,291.9728,54.6878,889.1613,1.0,2015-01-03 10:00:00,2015-01-03 11:00:00,0.0,positive_reference,False,False,False,False,1.0,346.6606,False
2015-01-03T11:00:00.0/2015-01-03T12:00:00.0,487.4128,367.9097,312.2562,55.6535,901.9208,349.6336,273.6986,75.9351,789.6076,1.0,2015-01-03 11:00:00,2015-01-03 12:00:00,-9.999999997489795e-05,positive_reference,False,False,True,False,0.9503244953856884,349.6336,False
2015-01-03T12:00:00.0/2015-01-03T13:00:00.0,452.3788,335.2107,277.3224,57.8882,862.1212,202.2695,148.8977,53.3718,450.1392,1.0,2015-01-03 12:00:00,2015-01-03 13:00:00,0.0,positive_reference,False,False,False,False,0.6034100343455624,202.2695,False
2015-01-03T13:00:00.0/2015-01-03T14:00:00.0,359.4194,252.0041,193.1391,58.8651,752.3969,29.5414,0.0,29.5414,0.0,1.0,2015-01-03 13:00:00,2015-01-03 14:00:00,0.0,positive_reference,False,False,False,False,0.11722587053147152,29.5414,False
2015-01-03T14:00:00.0/2015-01-03T15:00:00.0,214.8688,130.5472,83.6288,46.9184,526.4932,47.4513,0.0012,47.4501,0.0092,1.0,2015-01-03 14:00:00,2015-01-03 15:00:00,7.105427357601002e-15,positive_reference,False,False,True,False,0.3634800286792823,47.4513,False
2015-01-03T15:00:00.0/2015-01-03T16:00:00.0,41.866,17.7213,6.5183,11.203,99.5436,12.1047,0.0005,12.1042,0.0073,0.7083,2015-01-03 15:00:00,2015-01-03 16:00:00,-1.7763568394002505e-15,positive_reference,False,False,True,False,0.6830593692336341,12.1047,True
2015-01-03T16:00:00.0/2015-01-03T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 16:00:00,2015-01-03 17:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T17:00:00.0/2015-01-03T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 17:00:00,2015-01-03 18:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T18:00:00.0/2015-01-03T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 18:00:00,2015-01-03 19:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T19:00:00.0/2015-01-03T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 19:00:00,2015-01-03 20:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T20:00:00.0/2015-01-03T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 20:00:00,2015-01-03 21:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T21:00:00.0/2015-01-03T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 21:00:00,2015-01-03 22:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T22:00:00.0/2015-01-03T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 22:00:00,2015-01-03 23:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-03T23:00:00.0/2015-01-04T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-03 23:00:00,2015-01-04 00:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T00:00:00.0/2015-01-04T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 00:00:00,2015-01-04 01:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T01:00:00.0/2015-01-04T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 01:00:00,2015-01-04 02:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T02:00:00.0/2015-01-04T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 02:00:00,2015-01-04 03:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T03:00:00.0/2015-01-04T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 03:00:00,2015-01-04 04:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T04:00:00.0/2015-01-04T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 04:00:00,2015-01-04 05:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T05:00:00.0/2015-01-04T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 05:00:00,2015-01-04 06:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T06:00:00.0/2015-01-04T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 06:00:00,2015-01-04 07:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T07:00:00.0/2015-01-04T08:00:00.0,65.4877,35.0668,22.983,12.0838,306.2788,35.0668,22.983,12.0838,306.2788,0.6917,2015-01-04 07:00:00,2015-01-04 08:00:00,0.0,positive_reference,False,False,False,False,1.0,35.0668,False
2015-01-04T08:00:00.0/2015-01-04T09:00:00.0,242.4099,166.3585,132.4986,33.8598,757.8548,166.3585,132.4986,33.8598,757.8548,1.0,2015-01-04 08:00:00,2015-01-04 09:00:00,9.999999997489795e-05,positive_reference,False,False,False,False,1.0,166.3585,False
2015-01-04T09:00:00.0/2015-01-04T10:00:00.0,379.6396,284.8346,241.1155,43.719,892.1989,284.8346,241.1155,43.719,892.1989,1.0,2015-01-04 09:00:00,2015-01-04 10:00:00,0.00010000000003174137,positive_reference,False,False,False,False,1.0,284.8346,False
2015-01-04T10:00:00.0/2015-01-04T11:00:00.0,464.0089,360.2176,311.4947,48.7229,944.8031,360.2176,311.4947,48.7229,944.8031,1.0,2015-01-04 10:00:00,2015-01-04 11:00:00,0.0,positive_reference,False,False,False,False,1.0,360.2176,False
2015-01-04T11:00:00.0/2015-01-04T12:00:00.0,489.7712,383.9428,333.5823,50.3605,958.8862,383.9428,333.5823,50.3605,958.8862,1.0,2015-01-04 11:00:00,2015-01-04 12:00:00,0.0,positive_reference,False,False,False,False,1.0,383.9428,False
2015-01-04T12:00:00.0/2015-01-04T13:00:00.0,455.1725,353.0143,303.8932,49.1211,939.4877,353.0143,303.8932,49.1211,939.4877,1.0,2015-01-04 12:00:00,2015-01-04 13:00:00,0.0,positive_reference,False,False,False,False,1.0,353.0143,False
2015-01-04T13:00:00.0/2015-01-04T14:00:00.0,362.571,270.596,226.2127,44.3833,875.7692,216.4706,167.0869,49.3836,651.6242,1.0,2015-01-04 13:00:00,2015-01-04 14:00:00,9.999999997489795e-05,positive_reference,False,False,True,False,0.7999770876140075,216.4706,False
2015-01-04T14:00:00.0/2015-01-04T15:00:00.0,218.2769,147.0662,113.6379,33.4282,716.908,120.5594,45.2288,75.3306,283.5035,1.0,2015-01-04 14:00:00,2015-01-04 15:00:00,-1.4210854715202004e-14,positive_reference,False,False,True,False,0.819762800697917,120.5594,False
2015-01-04T15:00:00.0/2015-01-04T16:00:00.0,44.1739,22.4784,13.5234,8.955,214.6393,22.4784,13.5234,8.955,214.6393,0.7,2015-01-04 15:00:00,2015-01-04 16:00:00,0.0,positive_reference,False,False,False,False,1.0,22.4784,False
2015-01-04T16:00:00.0/2015-01-04T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 16:00:00,2015-01-04 17:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T17:00:00.0/2015-01-04T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 17:00:00,2015-01-04 18:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T18:00:00.0/2015-01-04T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 18:00:00,2015-01-04 19:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T19:00:00.0/2015-01-04T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 19:00:00,2015-01-04 20:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T20:00:00.0/2015-01-04T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 20:00:00,2015-01-04 21:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T21:00:00.0/2015-01-04T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 21:00:00,2015-01-04 22:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T22:00:00.0/2015-01-04T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 22:00:00,2015-01-04 23:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-04T23:00:00.0/2015-01-05T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-04 23:00:00,2015-01-05 00:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T00:00:00.0/2015-01-05T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 00:00:00,2015-01-05 01:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T01:00:00.0/2015-01-05T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 01:00:00,2015-01-05 02:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T02:00:00.0/2015-01-05T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 02:00:00,2015-01-05 03:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T03:00:00.0/2015-01-05T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 03:00:00,2015-01-05 04:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T04:00:00.0/2015-01-05T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 04:00:00,2015-01-05 05:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T05:00:00.0/2015-01-05T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 05:00:00,2015-01-05 06:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T06:00:00.0/2015-01-05T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 06:00:00,2015-01-05 07:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T07:00:00.0/2015-01-05T08:00:00.0,66.028,35.7457,22.9798,12.7659,307.0741,35.7457,22.9798,12.7659,307.0741,0.6917,2015-01-05 07:00:00,2015-01-05 08:00:00,0.0,positive_reference,False,False,False,False,1.0,35.7457,False
2015-01-05T08:00:00.0/2015-01-05T09:00:00.0,243.4775,168.1216,132.3221,35.7995,753.6064,168.1216,132.3221,35.7995,753.6064,1.0,2015-01-05 08:00:00,2015-01-05 09:00:00,0.0,positive_reference,False,False,False,False,1.0,168.1216,False
2015-01-05T09:00:00.0/2015-01-05T10:00:00.0,381.1869,286.666,240.3917,46.2744,885.9275,286.666,240.3917,46.2744,885.9275,1.0,2015-01-05 09:00:00,2015-01-05 10:00:00,-9.999999997489795e-05,positive_reference,False,False,False,False,1.0,286.666,False
2015-01-05T10:00:00.0/2015-01-05T11:00:00.0,466.0517,361.7258,310.1298,51.596,936.5543,361.7258,310.1298,51.596,936.5543,1.0,2015-01-05 10:00:00,2015-01-05 11:00:00,0.0,positive_reference,False,False,False,False,1.0,361.7258,False
2015-01-05T11:00:00.0/2015-01-05T12:00:00.0,492.2918,384.818,331.4641,53.3539,947.9106,384.818,331.4641,53.3539,947.9106,1.0,2015-01-05 11:00:00,2015-01-05 12:00:00,0.0,positive_reference,False,False,False,False,1.0,384.818,False
2015-01-05T12:00:00.0/2015-01-05T13:00:00.0,458.1209,353.6174,301.5854,52.032,926.3303,353.6174,301.5854,52.032,926.3303,1.0,2015-01-05 12:00:00,2015-01-05 13:00:00,0.0,positive_reference,False,False,False,False,1.0,353.6174,False
2015-01-05T13:00:00.0/2015-01-05T14:00:00.0,365.8681,271.3836,224.4071,46.9765,860.8694,271.3836,224.4071,46.9765,860.8694,1.0,2015-01-05 13:00:00,2015-01-05 14:00:00,0.0,positive_reference,False,False,False,False,1.0,271.3836,False
