# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2015-01-01T00:00:00.0
# Date end (ISO 8601): 2025-01-02T00:00:00.0
# Latitude (positive North, ISO 19115): 46.8000
# Longitude (positive East, ISO 19115): 9.8300
# Altitude (m): 1610.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-09-04
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2015-01-04T18:00:00.0/2015-01-04T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-01-04T19:00:00.0/2015-01-04T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-01-04T20:00:00.0/2015-01-04T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-01-04T21:00:00.0/2015-01-04T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-01-04T22:00:00.0/2015-01-04T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-01-04T23:00:00.0/2015-01-05T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-01-05T00:00:00.0/2015-01-05T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-01-05T01:00:00.0/2015-01-05T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-01-05T02:00:00.0/2015-01-05T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-01-05T03:00:00.0/2015-01-05T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-01-05T04:00:00.0/2015-01-05T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-01-05T05:00:00.0/2015-01-05T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-01-05T06:00:00.0/2015-01-05T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-01-05T07:00:00.0/2015-01-05T08:00:00.0;66.0280;35.7457;22.9798;12.7659;307.0741;35.7457;22.9798;12.7659;307.0741;0.6917
2015-01-05T08:00:00.0/2015-01-05T09:00:00.0;243.4775;168.1216;132.3221;35.7995;753.6064;168.1216;132.3221;35.7995;753.6064;1.0000
2015-01-05T09:00:00.0/2015-01-05T10:00:00.0;381.1869;286.6660;240.3917;46.2744;885.9275;286.6660;240.3917;46.2744;885.9275;1.0000
2015-01-05T10:00:00.0/2015-01-05T11:00:00.0;466.0517;361.7258;310.1298;51.5960;936.5543;361.7258;310.1298;51.5960;936.5543;1.0000
2015-01-05T11:00:00.0/2015-01-05T12:00:00.0;492.2918;384.8180;331.4641;53.3539;947.9106;384.8180;331.4641;53.3539;947.9106;1.0000
2015-01-05T12:00:00.0/2015-01-05T13:00:00.0;458.1209;353.6174;301.5854;52.0320;926.3303;353.6174;301.5854;52.0320;926.3303;1.0000
2015-01-05T13:00:00.0/2015-01-05T14:00:00.0;365.8681;271.3836;224.4071;46.9765;860.8694;271.3836;224.4071;46.9765;860.8694;1.0000
2015-01-05T14:00:00.0/2015-01-05T15:00:00.0;221.8201;148.1700;112.7799;35.3902;699.9582;148.1700;112.7799;35.3902;699.9582;1.0000
2015-01-05T15:00:00.0/2015-01-05T16:00:00.0;46.6268;23.4359;13.7438;9.6921;212.0194;23.4359;13.7438;9.6921;212.0194;0.7000
2015-01-05T16:00:00.0/2015-01-05T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
